title;genres;imdb_score;;;;;;;;;;
Hello, Goodbye, and Everything in Between;['drama', 'comedy', 'romance'];5.1;;;;;;;;;;
Black Island;['thriller', 'drama'];5.2;;;;;;;;;;
Savage Beauty;;;;;;;;;;;;
;;;;;;;;;;;;
" but one of the survivors has developed and particular vengeance. But she knows she has to play it smart to play the powerful family.""";1.0;5.122;;;;;;;;;;
Dave Chappelle: What's in a Name?;['comedy'];;;;;;;;;;;
Invisible City;['scifi', 'drama', 'thriller', 'crime', 'fantasy'];7.5;;;;;;;;;;
Doctor G;['drama', 'comedy'];6.7;;;;;;;;;;
Cocaine Cowboys: The Kings of Miami;['documentation', 'crime', 'history'];7.1;;;;;;;;;;
If Only;['scifi', 'drama', 'comedy'];6.2;;;;;;;;;;
Fistful of Vengeance;['action', 'fantasy', 'drama', 'crime'];4.4;;;;;;;;;;
Thai Massage;['drama', 'comedy'];6.3;;;;;;;;;;
Along for the Ride;['drama', 'romance'];6.1;;;;;;;;;;
Somos.;['drama', 'history', 'crime'];7.1;;;;;;;;;;
Windfall;['thriller', 'crime', 'drama'];5.7;;;;;;;;;;
Story of My Family;['drama', 'family', 'comedy'];;;;;;;;;;;
Neon Lights;['horror', 'thriller'];4.6;;;;;;;;;;
As the Crow Flies;['drama', 'comedy'];6.3;;;;;;;;;;
CAT;['crime', 'drama'];;;;;;;;;;;
The Houseboat;['documentation'];;;;;;;;;;;
Surviving Summer;['drama', 'family'];6.5;;;;;;;;;;
Street Food: USA;['documentation'];6.8;;;;;;;;;;
Insiders;['reality'];4.2;;;;;;;;;;
Split at the Root;['documentation'];8.9;;;;;;;;;;
Anxious People;['crime', 'drama', 'comedy'];6.8;;;;;;;;;;
Live to Lead;['documentation'];4.6;;;;;;;;;;
Savage Rhythm;['drama', 'music'];6.3;;;;;;;;;;
Private Lesson;['romance', 'comedy'];4.5;;;;;;;;;;
Pray Away;['documentation'];6.5;;;;;;;;;;
Senior Year;['comedy', 'drama'];5.5;;;;;;;;;;
The Last Mercenary;['comedy', 'action', 'crime', 'thriller'];5.3;;;;;;;;;;
Malcolm & Marie;['drama', 'romance'];6.6;;;;;;;;;;
Cyber Hell: Exposing an Internet Horror;['documentation', 'crime'];6.5;;;;;;;;;;
Heirs to the Land;['drama', 'scifi', 'history', 'comedy'];7.1;;;;;;;;;;
Everything Will Be Fine;['drama', 'comedy'];6.3;;;;;;;;;;
Once Upon a Time... Happily Never After;['scifi', 'comedy', 'fantasy'];5.4;;;;;;;;;;
The Women and the Murderer;['documentation', 'crime'];6.4;;;;;;;;;;
Getting Curious with Jonathan Van Ness;['comedy', 'reality'];6.9;;;;;;;;;;
Queen;['drama'];7.1;;;;;;;;;;
Hard Cell;['comedy', 'documentation', 'sport'];6.4;;;;;;;;;;
Secrets of Summer;['drama', 'family', 'music'];6.0;;;;;;;;;;
Farzar;['comedy', 'scifi', 'animation', 'action'];5.5;;;;;;;;;;
My Next Guest with David Letterman and Volodymyr Zelenskyy;['documentation'];;;;;;;;;;;
The Unforgivable;['drama', 'crime'];7.1;;;;;;;;;;
AlRawabi School for Girls;['drama'];7.3;;;;;;;;;;
Who Rules The World;['drama', 'action', 'fantasy', 'romance'];8.3;;;;;;;;;;
No Regrets In Life;['drama', 'romance'];6.5;;;;;;;;;;
Live Is Life;['action', 'comedy', 'drama'];6.3;;;;;;;;;;
Green Mothers' Club;['drama', 'thriller'];7.0;;;;;;;;;;
Feria: The Darkest Light;['scifi', 'thriller', 'crime', 'drama', 'fantasy', 'horror'];5.7;;;;;;;;;;
Gangubai Kathiawadi;['drama', 'crime'];7.8;;;;;;;;;;
Rescued by Ruby;['drama', 'family'];7.1;;;;;;;;;;
Resident Evil: Infinite Darkness;['scifi', 'drama', 'action', 'animation', 'horror'];5.8;;;;;;;;;;
Eden;['animation', 'reality', 'scifi', 'fantasy', 'action', 'drama', 'family'];6.6;;;;;;;;;;
83;['drama', 'sport', 'history'];7.5;;;;;;;;;;
He-Man and the Masters of the Universe;['animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'scifi'];5.8;;;;;;;;;;
Nick Kroll: Little Big Boy;['comedy'];6.7;;;;;;;;;;
365 Days: This Day;['drama', 'romance'];2.6;;;;;;;;;;
Pokémon Master Journeys;['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action'];7.6;;;;;;;;;;
The Billion Dollar Code;['drama', 'thriller', 'crime'];8.0;;;;;;;;;;
Bo Burnham: Inside;['comedy', 'drama', 'music', 'reality'];8.7;;;;;;;;;;
Sooryavanshi;['action', 'crime', 'thriller'];6.1;;;;;;;;;;
The Colony;['scifi', 'thriller', 'action'];5.4;;;;;;;;;;
Pirate Gold of Adak Island;['reality'];4.7;;;;;;;;;;
Anek;['thriller', 'action', 'drama', 'sport'];6.5;;;;;;;;;;
Heist;['documentation', 'crime'];6.8;;;;;;;;;;
The Perfumier;['drama', 'thriller', 'crime'];3.6;;;;;;;;;;
What We Leave Behind;['documentation'];6.8;;;;;;;;;;
Lookism;['drama', 'animation', 'romance', 'action'];7.6;;;;;;;;;;
Aziz Ansari: Nightclub Comedian;['comedy'];7.0;;;;;;;;;;
Seaspiracy;['documentation'];8.1;;;;;;;;;;
The Crew;['comedy'];6.5;;;;;;;;;;
The Seven Deadly Sins: Grudge of Edinburgh Part 1;['action', 'animation', 'fantasy', 'comedy'];5.4;;;;;;;;;;
Bad Sport;['crime', 'documentation', 'sport'];7.3;;;;;;;;;;
Snack vs Chef;['reality'];5.4;;;;;;;;;;
The Girl from Oslo;['thriller', 'drama'];6.3;;;;;;;;;;
Lady Tamara;['reality'];4.4;;;;;;;;;;
Dated and Related;['reality'];4.6;;;;;;;;;;
Business Proposal;['drama', 'comedy', 'romance'];8.1;;;;;;;;;;
Pieces of a Woman;['drama'];7.0;;;;;;;;;;
HollyBlood;['romance', 'comedy', 'fantasy', 'horror'];4.4;;;;;;;;;;
Chosen;['scifi', 'drama', 'thriller'];4.6;;;;;;;;;;
7 Women and a Murder;['comedy', 'crime', 'thriller'];5.4;;;;;;;;;;
Nightbooks;['family', 'fantasy', 'horror'];5.8;;;;;;;;;;
Maya and the Three;['comedy', 'drama', 'family', 'fantasy', 'animation', 'action'];8.1;;;;;;;;;;
Abla Fahita: Drama Queen;['drama', 'comedy', 'crime'];6.6;;;;;;;;;;
Clickbait;['thriller', 'crime', 'drama'];7.2;;;;;;;;;;
You Are My Spring;['drama', 'thriller', 'fantasy', 'romance'];7.4;;;;;;;;;;
Sentinelle;['thriller', 'action', 'drama', 'crime'];4.8;;;;;;;;;;
The Bubble;['comedy'];4.7;;;;;;;;;;
The Anthrax Attacks: In the Shadow of 9/11;['documentation', 'crime'];6.2;;;;;;;;;;
High-Rise Invasion;['action', 'scifi', 'thriller', 'animation', 'horror'];6.6;;;;;;;;;;
Monica, O My Darling;['drama', 'comedy', 'crime', 'thriller'];7.4;;;;;;;;;;
The Five Juanas;['drama'];6.9;;;;;;;;;;
Qala;['drama', 'history', 'horror', 'thriller', 'music'];7.2;;;;;;;;;;
Mr. Good: Cop or Crook?;['documentation', 'crime'];6.8;;;;;;;;;;
Dubai Bling;['reality'];3.6;;;;;;;;;;
Mousa;['scifi', 'action', 'drama'];6.0;;;;;;;;;;
Broad Peak;['drama', 'thriller'];5.9;;;;;;;;;;
Somebody;['crime', 'drama'];;;;;;;;;;;
First Love;['drama', 'romance'];8.4;;;;;;;;;;
Tattoo Redo;['reality'];5.9;;;;;;;;;;
Bling Empire;['reality'];5.8;;;;;;;;;;
Hasan Minhaj: The King's Jester;['comedy', 'documentation'];7.7;;;;;;;;;;
The Cook of Castamar;['drama', 'romance'];7.4;;;;;;;;;;
The One;['crime', 'drama', 'scifi', 'thriller', 'action'];6.6;;;;;;;;;;
Untold: Breaking Point;['documentation', 'sport'];7.6;;;;;;;;;;
Interceptor;['thriller', 'action', 'drama'];4.6;;;;;;;;;;
Love, Life & Everything in Between;['drama', 'comedy', 'romance'];5.6;;;;;;;;;;
Romantic Killer;['animation', 'comedy', 'fantasy', 'romance'];7.6;;;;;;;;;;
Halston;['drama'];7.5;;;;;;;;;;
Guillermo del Toro's Pinocchio: Handcarved Cinema;['documentation'];;;;;;;;;;;
Delivery by Christmas;['comedy', 'romance'];5.5;;;;;;;;;;
Britney vs. Spears;['documentation', 'music'];6.4;;;;;;;;;;
The Old Ways;['horror', 'fantasy', 'drama', 'thriller'];5.4;;;;;;;;;;
18 Pages;['romance'];7.1;;;;;;;;;;
Byron Baes;['reality'];2.9;;;;;;;;;;
JAPAN SINKS: People of Hope;['scifi', 'drama', 'war'];6.2;;;;;;;;;;
The Shadow in My Eye;['drama', 'history', 'war'];7.3;;;;;;;;;;
School Tales the Series;['drama', 'thriller', 'horror'];5.4;;;;;;;;;;
Mr. Midnight: Bacha na příšery;['action', 'comedy', 'horror'];5.8;;;;;;;;;;
The Harder They Fall;['drama', 'western', 'action'];6.6;;;;;;;;;;
Ali Wong: Don Wong;['comedy'];6.6;;;;;;;;;;
The Fame Game;['drama'];;;;;;;;;;;
High on the Hog: How African American Cuisine Transformed America;['documentation'];;;;;;;;;;;
Pretend It's a City;['comedy', 'documentation'];8.1;;;;;;;;;;
Major Grom: Plague Doctor;['action', 'crime'];6.3;;;;;;;;;;
How to Become a Tyrant;['documentation', 'war', 'history'];7.4;;;;;;;;;;
Captain Nova;['scifi', 'family'];5.5;;;;;;;;;;
Jumping from High Places;['romance', 'comedy', 'drama'];5.7;;;;;;;;;;
Metal Lords;['drama', 'comedy', 'music'];6.7;;;;;;;;;;
The Lost Pirate Kingdom;['documentation', 'drama', 'history'];6.6;;;;;;;;;;
Under Suspicion: Uncovering the Wesphael Case;['crime', 'documentation'];6.3;;;;;;;;;;
Rebelde;['drama', 'comedy', 'music', 'romance', 'family'];6.4;;;;;;;;;;
Why Did You Kill Me?;['documentation', 'crime'];5.6;;;;;;;;;;
Malverde: El Santo Patrón;['drama', 'crime', 'action', 'war'];7.6;;;;;;;;;;
Don't Leave;['drama', 'romance'];5.2;;;;;;;;;;
I Am Vanessa Guillen;['documentation', 'crime'];6.3;;;;;;;;;;
The Tinder Swindler;['crime', 'documentation'];7.1;;;;;;;;;;
Far from Home;['drama'];5.8;;;;;;;;;;
Hello, Me!;['scifi', 'comedy', 'drama', 'fantasy', 'romance'];7.3;;;;;;;;;;
Restless;['action', 'thriller', 'crime'];5.8;;;;;;;;;;
Christmas Full of Grace;['romance', 'comedy'];4.4;;;;;;;;;;
Operation Varsity Blues: The College Admissions Scandal;['drama', 'crime', 'documentation'];6.9;;;;;;;;;;
Hit & Run;['action', 'thriller', 'crime', 'drama'];7.0;;;;;;;;;;
Red Dot;['thriller', 'horror', 'drama'];5.5;;;;;;;;;;
Shania Twain: Not Just a Girl;['music', 'documentation'];7.0;;;;;;;;;;
The Witcher: Nightmare of the Wolf;['scifi', 'animation', 'action', 'drama', 'fantasy'];7.2;;;;;;;;;;
Jupiter's Legacy;['scifi', 'drama', 'fantasy', 'action'];6.7;;;;;;;;;;
Beast;['action', 'thriller', 'comedy', 'crime'];5.2;;;;;;;;;;
Silverton Siege;['drama', 'action', 'crime', 'thriller'];6.3;;;;;;;;;;
Post Mortem: No One Dies in Skarnes;['thriller', 'comedy', 'drama'];7.1;;;;;;;;;;
Naomi Osaka;['documentation', 'sport'];6.3;;;;;;;;;;
Age of Samurai: Battle for Japan;['drama', 'history', 'war', 'documentation', 'action'];7.4;;;;;;;;;;
Dave Chappelle: The Closer;['comedy'];8.0;;;;;;;;;;
Tribes of Europa;['scifi', 'drama', 'fantasy', 'action'];6.7;;;;;;;;;;
Too Old for Fairy Tales;['family', 'comedy'];6.2;;;;;;;;;;
Peter Rabbit 2: The Runaway;['comedy', 'action', 'family', 'animation', 'crime', 'drama', 'fantasy'];6.2;;;;;;;;;;
Dealer;['action', 'crime', 'drama', 'thriller'];6.2;;;;;;;;;;
Welcome to Wedding Hell;['drama', 'romance'];6.2;;;;;;;;;;
The Kissing Booth 3;['comedy', 'romance'];4.8;;;;;;;;;;
The Hand of God;['drama'];7.4;;;;;;;;;;
Minions & More 1;['action', 'comedy', 'family', 'animation'];6.5;;;;;;;;;;
Coming Home in the Dark;['thriller', 'horror', 'crime'];5.7;;;;;;;;;;
Chicago Party Aunt;['animation', 'comedy'];5.6;;;;;;;;;;
Vincenzo;['action', 'comedy', 'crime', 'drama', 'romance'];8.4;;;;;;;;;;
Finding ʻOhana;['action', 'comedy', 'family'];6.1;;;;;;;;;;
Esposa de Aluguel;['comedy', 'romance'];;;;;;;;;;;
Munich: The Edge of War;['drama', 'history', 'thriller'];6.8;;;;;;;;;;
Last Man Down;['action', 'thriller', 'scifi'];3.6;;;;;;;;;;
Doom of Love;['drama', 'romance'];4.9;;;;;;;;;;
Radhe Shyam;['drama', 'romance'];5.3;;;;;;;;;;
Gabriel Iglesias: Stadium Fluffy;['comedy', 'documentation'];7.1;;;;;;;;;;
Gunpowder Milkshake;['action', 'crime', 'thriller', 'comedy'];6.0;;;;;;;;;;
Av: The Hunt;['thriller', 'action'];5.3;;;;;;;;;;
Murder by the Coast;['crime', 'history', 'thriller', 'documentation'];6.5;;;;;;;;;;
Skater Girl;['drama', 'family', 'sport'];6.6;;;;;;;;;;
Animal;['documentation'];7.9;;;;;;;;;;
Untold: The Race of the Century;['documentation', 'sport'];7.3;;;;;;;;;;
The Guilty;['drama', 'thriller', 'action', 'crime'];6.3;;;;;;;;;;
Love is Blind: Japan;['romance', 'reality'];7.1;;;;;;;;;;
Photocopier;['thriller', 'drama', 'crime'];6.8;;;;;;;;;;
The Post-Truth World;['thriller', 'crime', 'drama'];6.4;;;;;;;;;;
The Royal Treatment;['romance', 'comedy', 'family'];5.2;;;;;;;;;;
Blood Sisters;['crime', 'drama', 'thriller'];5.5;;;;;;;;;;
ONI: Thunder God's Tale;['action', 'family', 'fantasy', 'animation'];8.2;;;;;;;;;;
Zero Chill;['drama', 'comedy', 'family'];;;;;;;;;;;
Sexy Beasts;['reality', 'romance'];4.7;;;;;;;;;;
Jaguar;['war', 'drama', 'action', 'history'];5.8;;;;;;;;;;
The Summit of the Gods;['animation', 'drama', 'sport', 'history'];7.5;;;;;;;;;;
Wild Is the Wind;['crime', 'drama'];5.5;;;;;;;;;;
Drink Masters;['reality'];6.7;;;;;;;;;;
Masters of the Universe: Revelation;['family', 'drama', 'scifi', 'animation', 'action', 'comedy', 'fantasy'];5.4;;;;;;;;;;
Bullsh*t the Game Show;['reality'];6.2;;;;;;;;;;
Deadly Illusions;['thriller', 'drama'];;;;;;;;;;;
Love & Gelato;['romance', 'comedy', 'drama'];5.1;;;;;;;;;;
Royalteen;['drama', 'romance'];5.2;;;;;;;;;;
Murder Among the Mormons;['crime', 'documentation', 'history'];7.0;;;;;;;;;;
Bank Robbers: The Last Great Heist;['documentation', 'crime'];7.1;;;;;;;;;;
Till Death;['drama'];;;;;;;;;;;
Two Summers;['drama', 'thriller'];6.8;;;;;;;;;;
Myth & Mogul: John DeLorean;['documentation', 'crime'];6.8;;;;;;;;;;
The Father Who Moves Mountains;['thriller', 'drama'];5.5;;;;;;;;;;
A Cop Movie;['drama', 'thriller', 'documentation', 'action', 'crime'];7.0;;;;;;;;;;
Aranyak;['crime', 'thriller', 'drama'];7.9;;;;;;;;;;
The Masked Scammer;['documentation', 'crime'];6.1;;;;;;;;;;
Standing Up;['comedy', 'drama'];7.5;;;;;;;;;;
Mine;['drama', 'thriller'];7.7;;;;;;;;;;
True Story;['drama', 'crime', 'thriller', 'comedy'];7.4;;;;;;;;;;
Phantom Pups;['family', 'fantasy', 'horror', 'comedy'];6.0;;;;;;;;;;
Kitz;['drama', 'thriller'];5.8;;;;;;;;;;
Summer Strike;['drama', 'romance'];7.9;;;;;;;;;;
Easy-Bake Battle: The Home Cooking Competition;['reality'];6.4;;;;;;;;;;
The Raincoat Killer: Chasing a Predator in Korea;['documentation', 'crime', 'history'];6.4;;;;;;;;;;
Nail Bomber: Manhunt;['crime', 'documentation', 'history'];6.3;;;;;;;;;;
Too Hot to Handle: Brazil;['reality', 'romance'];5.4;;;;;;;;;;
Carnaval;['comedy'];4.0;;;;;;;;;;
Rhythm + Flow France;['reality', 'music'];6.2;;;;;;;;;;
Marriage or Mortgage;['reality'];5.3;;;;;;;;;;
Cook at all Costs;['reality'];6.4;;;;;;;;;;
Bhool Bhulaiyaa 2;['comedy', 'horror', 'drama'];5.7;;;;;;;;;;
The White Tiger;['drama', 'crime'];7.1;;;;;;;;;;
The Longest Night;['drama', 'thriller', 'action', 'crime'];5.9;;;;;;;;;;
Navillera;['drama'];8.7;;;;;;;;;;
Cooking With Paris;['reality'];5.4;;;;;;;;;;
Then Barbara Met Alan;['drama'];6.7;;;;;;;;;;
Would You Like a Cup of Coffee?;['drama'];8.3;;;;;;;;;;
Robin Robin;['animation', 'family', 'comedy'];7.2;;;;;;;;;;
Neymar: The Perfect Chaos;['documentation', 'sport'];6.6;;;;;;;;;;
Twenty Somethings: Austin;['reality'];6.2;;;;;;;;;;
The Fight for Justice: Paolo Guerrero;['drama', 'sport'];6.5;;;;;;;;;;
Yes Day;['comedy', 'family'];5.7;;;;;;;;;;
Father Christmas Is Back;['comedy'];4.5;;;;;;;;;;
Surviving Death;['documentation', 'reality'];6.2;;;;;;;;;;
F*ck Love Too;['comedy', 'romance'];3.8;;;;;;;;;;
Pelé;['documentation', 'sport'];7.0;;;;;;;;;;
Cici;['drama'];7.2;;;;;;;;;;
The Ghost;['action', 'drama', 'thriller'];5.0;;;;;;;;;;
Thunder Force;['action', 'scifi', 'comedy', 'fantasy'];4.5;;;;;;;;;;
Who's a Good Boy?;['comedy'];4.6;;;;;;;;;;
Fever Dream;['thriller', 'drama', 'horror'];5.4;;;;;;;;;;
Q-Force;['fantasy', 'scifi', 'animation', 'action', 'comedy', 'crime'];6.6;;;;;;;;;;
Memories of a Murderer: The Nilsen Tapes;['documentation', 'crime'];6.3;;;;;;;;;;
Neal Brennan: Blocks;['comedy', 'documentation'];7.7;;;;;;;;;;
Blood Red Sky;['fantasy', 'horror', 'thriller', 'action', 'drama'];6.1;;;;;;;;;;
Blue Period;['animation', 'drama'];7.7;;;;;;;;;;
Aftermath;['horror', 'drama', 'thriller'];5.3;;;;;;;;;;
Oxygen;['thriller', 'horror', 'scifi', 'drama', 'fantasy'];6.5;;;;;;;;;;
Carolin Kebekus: The Last Christmas Special;['comedy'];4.8;;;;;;;;;;
Jurassic World Camp Cretaceous: Hidden Adventure;['action', 'animation'];;;;;;;;;;;
Amend: The Fight for America;['war', 'documentation', 'history'];7.8;;;;;;;;;;
Count Me In;['documentation', 'music'];6.8;;;;;;;;;;
Rurouni Kenshin: The Final;['drama', 'history', 'action'];7.2;;;;;;;;;;
Johnny Hallyday: Beyond Rock;['documentation', 'music'];7.1;;;;;;;;;;
Shaman King;['fantasy', 'animation', 'action', 'comedy', 'scifi'];7.0;;;;;;;;;;
Army of Thieves;['crime', 'comedy', 'thriller', 'scifi', 'horror', 'romance', 'action'];6.4;;;;;;;;;;
Honeymoon with My Mother;['comedy'];5.8;;;;;;;;;;
The Cage;['drama', 'comedy', 'romance'];6.9;;;;;;;;;;
Lesson Plan;['crime', 'thriller', 'action', 'drama'];5.0;;;;;;;;;;
Procession;['documentation'];7.2;;;;;;;;;;
Transformers: War for Cybertron: Kingdom;['action', 'scifi'];;;;;;;;;;;
Army of the Dead;['action', 'horror', 'thriller', 'drama', 'scifi', 'war', 'crime'];5.7;;;;;;;;;;
Devotion, a Story of Love and Desire;['drama', 'romance'];6.4;;;;;;;;;;
The Pirates: The Last Royal Treasure;['action', 'comedy'];6.1;;;;;;;;;;
Blue Miracle;['drama', 'family'];6.6;;;;;;;;;;
Sparking Joy with Marie Kondo;['comedy', 'drama', 'history', 'reality'];6.4;;;;;;;;;;
Fatherhood;['drama', 'comedy'];6.6;;;;;;;;;;
David Spade: Nothing Personal;['comedy', 'documentation'];5.8;;;;;;;;;;
Attack of the Hollywood Clichés!;['documentation'];;;;;;;;;;;
Moxie;['comedy', 'drama', 'music'];6.7;;;;;;;;;;
Civil: Ben Crump;['documentation'];5.9;;;;;;;;;;
The Claus Family 2;['family', 'comedy', 'fantasy'];5.5;;;;;;;;;;
Hold Your Breath: The Ice Dive;['documentation'];;;;;;;;;;;
The Irregulars;['crime', 'drama', 'fantasy', 'scifi'];6.0;;;;;;;;;;
Bangkok Breaking;['drama', 'thriller', 'action', 'crime'];5.8;;;;;;;;;;
Hurts Like Hell;['drama', 'sport'];7.4;;;;;;;;;;
Tom Papa: What a Day!;['comedy'];7.2;;;;;;;;;;
Collision;['drama', 'crime', 'thriller'];4.2;;;;;;;;;;
Kate;['action', 'crime', 'drama', 'thriller'];6.2;;;;;;;;;;
I Am Georgina;['reality'];4.0;;;;;;;;;;
Intrusion;['thriller', 'drama'];5.3;;;;;;;;;;
Rise of the Teenage Mutant Ninja Turtles: The Movie;['action', 'comedy', 'drama', 'family', 'fantasy', 'scifi', 'animation'];6.0;;;;;;;;;;
Country Comfort;['comedy', 'drama', 'family', 'music', 'action'];6.8;;;;;;;;;;
Forgive Us Our Trespasses;;;;;;;;;;;;
Ferry;['drama', 'thriller', 'action', 'crime'];7.0;;;;;;;;;;
Audible;['documentation'];5.3;;;;;;;;;;
Penguin Town;['documentation', 'drama', 'family', 'comedy'];7.9;;;;;;;;;;
Minions & More Volume 2;['animation', 'comedy', 'family'];6.4;;;;;;;;;;
Christina P: Mom Genes;['comedy', 'documentation'];6.1;;;;;;;;;;
The War Next-door;['comedy'];5.7;;;;;;;;;;
Intimacy;['drama', 'crime'];6.8;;;;;;;;;;
Island of the Sea Wolves;['documentation'];7.8;;;;;;;;;;
JJ+E;['drama', 'romance'];5.3;;;;;;;;;;
School of Chocolate;['reality'];7.6;;;;;;;;;;
The 8th Night;['horror', 'thriller'];5.3;;;;;;;;;;
Beauty;['drama', 'romance'];4.1;;;;;;;;;;
Till Death;['thriller', 'horror'];5.8;;;;;;;;;;
Iliza Shlesinger: Hot Forever;['comedy', 'documentation'];6.6;;;;;;;;;;
I Am a Stalker;['documentation', 'crime'];6.4;;;;;;;;;;
Rilakkuma's Theme Park Adventure;['drama', 'family', 'animation', 'comedy', 'action'];6.7;;;;;;;;;;
Prime Time;['drama', 'thriller'];5.2;;;;;;;;;;
Love Hard;['comedy', 'romance'];6.3;;;;;;;;;;
The Teacher;['thriller', 'drama'];7.0;;;;;;;;;;
Outside the Wire;['scifi', 'thriller', 'action', 'fantasy'];5.4;;;;;;;;;;
Love (ft. Marriage and Divorce);['drama', 'romance'];6.8;;;;;;;;;;
Thallumaala;['action', 'drama', 'comedy'];7.0;;;;;;;;;;
Monster;['crime', 'drama'];6.5;;;;;;;;;;
Race: Bubba Wallace;['documentation', 'sport'];6.5;;;;;;;;;;
Pete Davidson Presents: The Best Friends;['comedy', 'documentation'];4.8;;;;;;;;;;
Escape the Undertaker;['thriller', 'horror', 'comedy'];4.2;;;;;;;;;;
Biking Borders - eine etwas andere Reise;['documentation'];7.7;;;;;;;;;;
Crack: Cocaine, Corruption & Conspiracy;['documentation', 'crime', 'history'];6.7;;;;;;;;;;
Tear Along the Dotted Line;['drama', 'comedy', 'animation'];8.6;;;;;;;;;;
The Last Dolphin King;['documentation'];5.6;;;;;;;;;;
Get Smart With Money;['documentation'];;;;;;;;;;;
Hostage House;['thriller'];3.9;;;;;;;;;;
Costa Brava, Lebanon;['comedy', 'drama'];7.1;;;;;;;;;;
After We Fell;['drama', 'romance'];4.7;;;;;;;;;;
The Innocent;['crime', 'thriller', 'drama'];7.8;;;;;;;;;;
GodFather;['action', 'drama', 'crime', 'thriller'];5.3;;;;;;;;;;
Passing;['drama', 'thriller'];6.7;;;;;;;;;;
Attack on Pearl Harbor: Minute by Minute;['documentation', 'history'];7.5;;;;;;;;;;
我粉你;['documentation'];;;;;;;;;;;
Sisyphus;['scifi', 'action', 'drama', 'fantasy', 'romance'];7.0;;;;;;;;;;
Super Me;['fantasy', 'drama', 'scifi'];5.8;;;;;;;;;;
Dive Club;['drama', 'family'];6.2;;;;;;;;;;
Decoupled;['comedy', 'drama'];8.0;;;;;;;;;;
Lead Me Home;['documentation'];7.1;;;;;;;;;;
Shards of Her;['drama', 'crime', 'thriller'];6.9;;;;;;;;;;
Jo Koy: Live from the Los Angeles Forum;['comedy'];7.2;;;;;;;;;;
The Fabulous;['comedy', 'drama', 'romance'];6.5;;;;;;;;;;
Baking Impossible;['reality'];7.0;;;;;;;;;;
Under the Amalfi Sun;['comedy', 'romance', 'drama'];5.3;;;;;;;;;;
Change Days;['reality'];;;;;;;;;;;
Shiny_Flakes: The Teenage Drug Lord;['documentation', 'crime'];7.3;;;;;;;;;;
Our Beloved Summer;['drama'];;;;;;;;;;;
Indian Predator: Murder in a Courtroom;['documentation', 'crime'];7.2;;;;;;;;;;
Attenborough's Life in Colour;['documentation'];8.2;;;;;;;;;;
This Is a Robbery: The World's Biggest Art Heist;['crime', 'documentation', 'history'];6.5;;;;;;;;;;
Headspace Guide to Sleep;['animation', 'documentation'];6.8;;;;;;;;;;
Mixtape;['comedy', 'drama', 'family', 'romance'];6.6;;;;;;;;;;
Piñata Masters!;['reality'];7.1;;;;;;;;;;
Dobaaraa;['drama', 'fantasy', 'thriller', 'scifi'];4.6;;;;;;;;;;
The Figo Affair: The Transfer That Changed Football;['documentation', 'sport'];7.1;;;;;;;;;;
Who We Are: A Chronicle of Racism in America;['documentation'];7.3;;;;;;;;;;
2020;['drama', 'crime', 'thriller'];7.7;;;;;;;;;;
Luna Park;['drama', 'romance'];6.6;;;;;;;;;;
The Dig;['drama', 'history'];7.1;;;;;;;;;;
Milestone;['drama'];6.6;;;;;;;;;;
The Hidden Lives of Pets;['documentation'];7.2;;;;;;;;;;
Elize Matsunaga: Once Upon a Crime;['crime', 'documentation'];5.9;;;;;;;;;;
Kaapa;['drama', 'crime', 'action'];;;;;;;;;;;
Grudge;['drama', 'thriller', 'crime'];5.5;;;;;;;;;;
7 Yards: The Chris Norton Story;['documentation'];7.8;;;;;;;;;;
Word of Honor;['drama', 'action', 'scifi', 'history', 'romance', 'fantasy'];8.5;;;;;;;;;;
Maldivas;['comedy', 'drama'];5.7;;;;;;;;;;
Doctor;['comedy', 'action', 'crime', 'thriller'];7.4;;;;;;;;;;
The Dreamlife of Georgie Stone;['documentation'];;;;;;;;;;;
Toscana;['romance', 'drama'];5.7;;;;;;;;;;
Attack on Finland;['thriller', 'action'];5.3;;;;;;;;;;
The Forgotten Battle;['drama', 'war', 'documentation', 'history', 'european'];7.1;;;;;;;;;;
Don't Blame Karma!;['romance', 'comedy'];4.6;;;;;;;;;;
Bartkowiak;['action', 'thriller', 'crime', 'sport'];5.1;;;;;;;;;;
Power Rangers Dino Fury;['scifi', 'thriller', 'action', 'comedy', 'drama', 'fantasy'];6.8;;;;;;;;;;
Dad Stop Embarrassing Me!;['comedy', 'family'];4.2;;;;;;;;;;
I Will Be Your Bloom;['drama', 'comedy'];7.9;;;;;;;;;;
Dhokha: Round D Corner;['thriller', 'crime', 'drama', 'comedy'];6.3;;;;;;;;;;
Today We Fix the World;['drama', 'comedy'];6.2;;;;;;;;;;
Terim;['documentation', 'sport'];6.7;;;;;;;;;;
Tiger King: The Doc Antle Story;['documentation', 'crime'];6.2;;;;;;;;;;
Super Giant Robot Brothers;['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy'];6.6;;;;;;;;;;
I Am All Girls;['crime', 'drama', 'thriller'];5.9;;;;;;;;;;
Beast of Bangalore: Indian Predator;['crime', 'documentation'];6.1;;;;;;;;;;
The Wait;['drama'];6.1;;;;;;;;;;
Pretty Guardians Sailor Moon Eternal The Movie;['action'];;;;;;;;;;;
