title;genres;imdb_score;;;;;;;;;;
A-X-L;['scifi', 'action', 'drama', 'family', 'thriller'];5.3;;;;;;;;;;
Trevor Noah: Afraid of the Dark;['comedy'];7.3;;;;;;;;;;
James Acaster: Repertoire;['comedy'];8.4;;;;;;;;;;
Michael Bolton's Big, Sexy Valentine's Day Special;['comedy', 'music', 'romance'];6.8;;;;;;;;;;
Something in the Rain;['drama', 'romance'];8.1;;;;;;;;;;
Frat Star;['comedy', 'drama'];3.5;;;;;;;;;;
Roxanne Roxanne;['drama', 'music'];6.2;;;;;;;;;;
Million Yen Women;['drama', 'thriller', 'crime', 'romance', 'comedy'];7.5;;;;;;;;;;
Springsteen On Broadway;['documentation', 'music'];8.5;;;;;;;;;;
Soorma;['drama', 'sport'];7.3;;;;;;;;;;
Here to Heart;['drama', 'romance'];7.5;;;;;;;;;;
The Hollow;['comedy', 'scifi', 'animation', 'drama', 'family'];7.2;;;;;;;;;;
Battlefish;['reality'];7.1;;;;;;;;;;
A Christmas Prince;['romance', 'family', 'comedy'];5.8;;;;;;;;;;
Lionheart;['drama', 'comedy'];5.7;;;;;;;;;;
The Seven Deadly Sins: Prisoners of the Sky;['action', 'animation', 'comedy', 'fantasy'];7.1;;;;;;;;;;
Tracy Morgan: Staying Alive;['comedy'];6.3;;;;;;;;;;
A Taiwanese Tale of Two Cities;['drama'];6.5;;;;;;;;;;
King of Thieves;['drama', 'crime', 'history'];5.5;;;;;;;;;;
Barbra: The Music ... The Mem'ries ... The Magic!;['music', 'documentation'];7.5;;;;;;;;;;
Brian Regan: Nunchucks and Flamethrowers;['comedy', 'documentation'];6.3;;;;;;;;;;
Candy Jar;['comedy'];5.8;;;;;;;;;;
Good Game: The Beginning;['comedy', 'drama', 'sport'];4.5;;;;;;;;;;
Made in Mexico;['reality'];3.9;;;;;;;;;;
Five Came Back;['war', 'history', 'documentation'];8.3;;;;;;;;;;
The Death and Life of Marsha P. Johnson;['documentation'];7.2;;;;;;;;;;
Greenhouse Academy;['drama'];6.6;;;;;;;;;;
Love per Square Foot;['romance', 'comedy'];7.2;;;;;;;;;;
B: The Beginning;['action', 'scifi', 'thriller', 'animation', 'drama', 'crime', 'fantasy', 'horror'];7.1;;;;;;;;;;
Lucas Brothers: On Drugs;['comedy'];5.8;;;;;;;;;;
Lucid Dream;['thriller', 'scifi'];6.1;;;;;;;;;;
Alias Grace;['drama', 'crime', 'thriller', 'history'];7.7;;;;;;;;;;
The Big Family Cooking Showdown;['reality', 'european'];7.1;;;;;;;;;;
May the Devil Take You;['horror', 'thriller'];5.9;;;;;;;;;;
Kevin James: Never Don't Give Up;['comedy'];6.2;;;;;;;;;;
Lust Stories;['drama', 'romance'];6.4;;;;;;;;;;
Family Blood;['horror', 'thriller', 'drama'];4.2;;;;;;;;;;
Ugly Delicious;['documentation'];7.8;;;;;;;;;;
Spivak;['comedy'];5.7;;;;;;;;;;
On My Skin;['drama', 'european'];7.3;;;;;;;;;;
Nightflyers;['scifi', 'drama', 'horror', 'thriller'];5.8;;;;;;;;;;
Replicas;['thriller', 'drama', 'scifi'];5.5;;;;;;;;;;
The Mars Generation;['documentation'];6.5;;;;;;;;;;
Luis Miguel: The Series;['drama', 'history', 'music', 'romance'];8.0;;;;;;;;;;
Quincy;;;;;;;;;;;;
Lilli;['drama', 'thriller'];5.7;;;;;;;;;;
The Girl Allergic to Wi-Fi;['comedy', 'romance'];6.1;;;;;;;;;;
Bill Nye: Science Guy;['documentation'];6.7;;;;;;;;;;
Trailer Park Boys: Out of the Park: USA;['comedy'];;;;;;;;;;;
The Comedy Lineup;['comedy', 'action'];6.0;;;;;;;;;;
Pihu;['thriller', 'drama', 'family'];6.7;;;;;;;;;;
Nothing to Hide;['drama', 'comedy', 'european'];6.8;;;;;;;;;;
Take Me;['crime', 'comedy', 'thriller'];6.1;;;;;;;;;;
Seth Rogen's Hilarity for Charity;['comedy', 'documentation'];5.0;;;;;;;;;;
Revenger;['action', 'crime', 'thriller'];5.7;;;;;;;;;;
Re:Mind;['drama', 'thriller'];4.9;;;;;;;;;;
Duck Butter;['drama', 'comedy', 'romance'];5.3;;;;;;;;;;
Ryan Hamilton: Happy Face;['comedy', 'documentation'];7.3;;;;;;;;;;
Two Catalonias;['documentation', 'history', 'european'];6.4;;;;;;;;;;
Catching Feelings;['drama', 'comedy', 'romance'];5.8;;;;;;;;;;
Al Hayba;['drama', 'action', 'crime', 'romance', 'thriller'];7.4;;;;;;;;;;
Burn Out;['thriller', 'crime', 'action', 'european'];6.2;;;;;;;;;;
Aditi Mittal: Things They Wouldn't Let Me Say;['comedy'];4.4;;;;;;;;;;
Bill Burr: Walk Your Way Out;['comedy', 'documentation'];7.2;;;;;;;;;;
Diablero;['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'family'];6.7;;;;;;;;;;
Seven Seconds;['crime', 'drama'];7.7;;;;;;;;;;
Icarus;['documentation', 'sport', 'thriller'];7.9;;;;;;;;;;
Daughters of Destiny;['documentation'];8.6;;;;;;;;;;
ReMastered: Tricky Dick & The Man in Black;['documentation', 'music'];7.1;;;;;;;;;;
Black Crows;['drama', 'war', 'thriller'];5.5;;;;;;;;;;
Judah Friedlander: America Is the Greatest Country in the United States;['comedy', 'documentation'];7.8;;;;;;;;;;
Secret Agent Selection: WW2;['war', 'documentation', 'history', 'reality', 'european'];7.7;;;;;;;;;;
The Princess Switch;['comedy', 'romance', 'drama', 'family'];6.0;;;;;;;;;;
Cable Girls;['drama', 'history', 'european'];7.6;;;;;;;;;;
Norm Macdonald: Hitler's Dog, Gossip & Trickery;['comedy', 'documentation'];7.4;;;;;;;;;;
Cloudy with a Chance of Meatballs;['comedy', 'action', 'animation', 'family', 'fantasy', 'scifi'];3.4;;;;;;;;;;
Instant Hotel;['reality'];7.3;;;;;;;;;;
Gerald's Game;['horror', 'thriller', 'drama'];6.5;;;;;;;;;;
First Match;['drama', 'sport'];6.4;;;;;;;;;;
Judd Apatow: The Return;['comedy'];6.2;;;;;;;;;;
Craig Ferguson: Tickle Fight;['comedy'];6.6;;;;;;;;;;
Jim Jefferies: This Is Me Now;['comedy'];7.4;;;;;;;;;;
King of Boys;['drama', 'crime'];6.1;;;;;;;;;;
Katherine Ryan: In Trouble;['comedy'];7.0;;;;;;;;;;
Kulipari: Dream Walker;['animation', 'drama', 'family', 'fantasy', 'action', 'comedy'];7.5;;;;;;;;;;
King of Peking;['comedy', 'drama'];6.5;;;;;;;;;;
I Am Jonas;['drama', 'romance', 'european'];7.0;;;;;;;;;;
Camarón: The Film;['documentation'];7.5;;;;;;;;;;
Duck Duck Goose;['comedy', 'animation', 'family', 'action'];5.7;;;;;;;;;;
Sad Hill Unearthed;['documentation', 'european'];7.4;;;;;;;;;;
Scissor Seven;['comedy', 'drama', 'action', 'fantasy', 'romance', 'animation'];8.4;;;;;;;;;;
Sanju;['drama', 'comedy'];7.7;;;;;;;;;;
Deidra & Laney Rob a Train;['drama', 'comedy', 'crime'];6.0;;;;;;;;;;
Buddy Thunderstruck: The Maybe Pile;['comedy', 'family'];;;;;;;;;;;
A Land Imagined;['drama', 'thriller', 'european'];6.2;;;;;;;;;;
Maria Bamford: Old Baby;['comedy', 'documentation'];6.1;;;;;;;;;;
Black Spot;['drama', 'horror', 'thriller', 'crime', 'european'];7.4;;;;;;;;;;
Little Boxes;['drama', 'comedy'];5.9;;;;;;;;;;
Benji;['drama', 'crime', 'family'];6.3;;;;;;;;;;
Teasing Master Takagi-san;['comedy', 'romance', 'animation'];7.7;;;;;;;;;;
Roma;['drama', 'european'];7.7;;;;;;;;;;
Nothing to Lose;['history', 'drama'];2.3;;;;;;;;;;
Us and Them;['romance', 'drama'];7.4;;;;;;;;;;
Looking For Love;['romance', 'comedy'];7.2;;;;;;;;;;
Murder Mountain;['crime', 'documentation'];6.8;;;;;;;;;;
Thus Spoke Kishibe Rohan;['action', 'scifi', 'thriller', 'animation', 'drama', 'fantasy'];7.5;;;;;;;;;;
Bomb Scared;['comedy', 'european'];5.7;;;;;;;;;;
Prince of Peoria;['comedy', 'family'];6.1;;;;;;;;;;
To All the Boys I've Loved Before;['romance', 'comedy', 'drama'];7.1;;;;;;;;;;
REA(L)OVE;['reality'];6.6;;;;;;;;;;
Gun City;['thriller', 'drama', 'crime', 'history', 'action', 'european'];6.3;;;;;;;;;;
Dragon Pilot: Hisone and Masotan;['scifi', 'fantasy', 'animation'];6.9;;;;;;;;;;
I Don't Feel at Home in This World Anymore;['thriller', 'drama', 'comedy', 'crime', 'european'];6.9;;;;;;;;;;
City of Joy;['documentation', 'thriller', 'war', 'crime', 'drama'];7.5;;;;;;;;;;
Out of Many, One;['documentation'];;;;;;;;;;;
When Angels Sleep;['thriller', 'action', 'crime', 'drama', 'horror', 'fantasy', 'european'];5.5;;;;;;;;;;
The Drug King;['drama', 'action', 'crime'];6.2;;;;;;;;;;
The Milk System;['documentation', 'european'];7.0;;;;;;;;;;
Escape from Mr. Lemoncello's Library;['fantasy', 'family'];5.3;;;;;;;;;;
The Mire;['crime', 'drama', 'thriller'];7.0;;;;;;;;;;
The Fix;['comedy'];7.0;;;;;;;;;;
Paradise Lost;['drama', 'romance', 'music', 'documentation'];6.9;;;;;;;;;;
Katt Williams: Great America;['comedy'];6.2;;;;;;;;;;
Welcome to the Family;['comedy'];6.7;;;;;;;;;;
Joe Mande's Award-Winning Comedy Special;['comedy', 'documentation'];6.1;;;;;;;;;;
Malena Pichot: Estupidez compleja;['comedy'];5.7;;;;;;;;;;
The Keepers;['crime', 'action', 'drama', 'documentation'];8.2;;;;;;;;;;
The Platform;['music'];5.4;;;;;;;;;;
Unauthorized Living;['drama'];7.4;;;;;;;;;;
Alexa & Katie;['comedy', 'drama'];7.5;;;;;;;;;;
A 3 Minute Hug;['documentation'];;;;;;;;;;;
The Package;['comedy', 'drama', 'thriller'];5.6;;;;;;;;;;
Bonus Family;['comedy', 'drama', 'reality', 'family', 'documentation', 'music', 'european'];2.9;;;;;;;;;;
Ron White: If You Quit Listening, I'll Shut Up;['comedy'];6.6;;;;;;;;;;
Explained;['documentation'];8.0;;;;;;;;;;
The Confession Tapes;['documentation', 'crime'];7.5;;;;;;;;;;
Jack Whitehall: At Large;['comedy'];6.9;;;;;;;;;;
The Many Faces of Ito;['drama', 'thriller', 'comedy', 'romance'];6.8;;;;;;;;;;
Notes from Dunblane: Lessons from a School Shooting;['documentation'];;;;;;;;;;;
Mike Birbiglia: Thank God for Jokes;['comedy'];7.5;;;;;;;;;;
Live;['drama', 'crime', 'comedy'];8.3;;;;;;;;;;
Jim Norton: Mouthful of Shame;['comedy'];7.0;;;;;;;;;;
Naam Shabana;['thriller', 'drama', 'action'];6.2;;;;;;;;;;
The Bad Batch;['scifi', 'horror', 'romance', 'drama', 'action'];5.2;;;;;;;;;;
ReMastered: Who Shot the Sheriff;['documentation', 'crime', 'history', 'music'];6.9;;;;;;;;;;
High Society;['crime', 'drama'];5.6;;;;;;;;;;
Okja;['fantasy', 'scifi', 'action', 'drama'];7.3;;;;;;;;;;
Born Racer;['drama', 'action', 'documentation'];6.2;;;;;;;;;;
Loudon Wainwright III: Surviving Twin;['music', 'documentation'];7.2;;;;;;;;;;
DeRay Davis: How to Act Black;['comedy'];6.2;;;;;;;;;;
My Mister;['drama', 'family'];9.1;;;;;;;;;;
Weed the People;['documentation'];7.3;;;;;;;;;;
Tig Notaro: Happy To Be Here;['comedy'];6.6;;;;;;;;;;
Grillo vs Grillo;['comedy', 'european'];5.4;;;;;;;;;;
Ari Shaffir: Double Negative;['comedy'];;;;;;;;;;;
Bareilly Ki Barfi;['comedy', 'romance'];7.5;;;;;;;;;;
The Cloverfield Paradox;['action', 'thriller', 'scifi', 'horror', 'drama'];5.5;;;;;;;;;;
Feminists: What Were They Thinking?;['documentation'];7.0;;;;;;;;;;
Chosen;['action'];5.4;;;;;;;;;;
Brad Paisley's Comedy Rodeo;['comedy'];5.6;;;;;;;;;;
Lady J;['drama', 'romance', 'european'];6.8;;;;;;;;;;
First They Killed My Father;['drama', 'history', 'war'];7.2;;;;;;;;;;
Lost Song;['scifi', 'action', 'romance', 'animation', 'drama', 'fantasy', 'music'];7.0;;;;;;;;;;
Armed to the Teeth;['documentation', 'crime', 'thriller'];7.9;;;;;;;;;;
5 Star Christmas;['comedy', 'european'];4.5;;;;;;;;;;
Sugar Rush;['reality'];7.0;;;;;;;;;;
Rumble: The Indians Who Rocked the World;['music', 'documentation'];7.8;;;;;;;;;;
Jefe;;;;;;;;;;;;
How It Ends;['thriller', 'scifi', 'action', 'drama', 'horror'];5.0;;;;;;;;;;
Neal Brennan: 3 Mics;['comedy', 'documentation'];7.9;;;;;;;;;;
The Motive;['drama', 'crime', 'thriller', 'comedy', 'european'];6.5;;;;;;;;;;
The Laws of Thermodynamics;['romance', 'comedy', 'european'];6.0;;;;;;;;;;
Jab Harry Met Sejal;['comedy', 'drama', 'romance'];5.1;;;;;;;;;;
Pickpockets;['thriller', 'drama', 'crime'];5.4;;;;;;;;;;
Prison Playbook;['drama', 'comedy'];8.4;;;;;;;;;;
Vir Das: Abroad Understanding;['comedy'];6.9;;;;;;;;;;
The Guernsey Literary & Potato Peel Pie Society;['history', 'romance', 'drama', 'war'];7.3;;;;;;;;;;
Victim Number 8;['drama', 'crime', 'fantasy', 'action', 'thriller'];7.0;;;;;;;;;;
Quién te cantará;['drama', 'music', 'european'];6.9;;;;;;;;;;
Holy Goalie;['comedy', 'sport', 'european'];5.3;;;;;;;;;;
Gad Elmaleh: American Dream;['comedy'];7.2;;;;;;;;;;
Hymn of Death;['drama', 'music', 'romance', 'history'];7.6;;;;;;;;;;
La Leyenda del Diamante;['fantasy', 'action', 'horror', 'western', 'family', 'scifi'];3.3;;;;;;;;;;
Ram Dass, Going Home;['documentation'];;;;;;;;;;;
Anon;['scifi', 'thriller', 'action', 'drama', 'crime', 'european'];6.1;;;;;;;;;;
SWORDGAI The Animation;['action', 'animation', 'scifi', 'fantasy', 'horror'];5.8;;;;;;;;;;
Extinction;['drama', 'scifi', 'thriller', 'action'];5.8;;;;;;;;;;
The Set Up;['drama', 'action', 'thriller', 'crime'];6.8;;;;;;;;;;
Free Rein: The Twelve Neighs of Christmas;['drama', 'comedy', 'family'];5.8;;;;;;;;;;
Def Comedy Jam 25;['comedy', 'documentation'];6.6;;;;;;;;;;
Strong Island;['documentation', 'crime'];6.4;;;;;;;;;;
The Reservoir Game;['documentation'];6.1;;;;;;;;;;
Tom Segura: Disgraceful;['comedy', 'documentation'];7.5;;;;;;;;;;
Marlon Wayans: Woke-ish;['comedy', 'documentation'];6.5;;;;;;;;;;
Birth of the Dragon;['drama', 'action'];5.6;;;;;;;;;;
Fastest Car;['reality', 'action', 'documentation'];7.1;;;;;;;;;;
Apostle;['horror', 'thriller', 'drama', 'fantasy'];6.3;;;;;;;;;;
Veronica;['horror'];6.2;;;;;;;;;;
The Epic Tales of Captain Underpants;['comedy', 'animation', 'action', 'family'];6.7;;;;;;;;;;
Nailed It! Holiday!;['reality'];7.7;;;;;;;;;;
The Kissing Booth;['romance', 'comedy'];5.9;;;;;;;;;;
Amar;['romance', 'drama', 'european'];5.1;;;;;;;;;;
Mo Amer: The Vagabond;['comedy', 'documentation'];7.3;;;;;;;;;;
Kodachrome;['drama', 'comedy', 'european'];6.8;;;;;;;;;;
Late Life: The Chien-Ming Wang Story;['documentation', 'sport'];7.1;;;;;;;;;;
Accidentally In Love;;;;;;;;;;;;
;;;;;;;;;;;;
 he becomes the center of attention as fans;['drama', 'music', 'romance'];7.4;;;;;;;;;;
Mr. Chandramouli;['romance', 'sport', 'comedy'];5.0;;;;;;;;;;
War Machine;['drama', 'comedy', 'war'];6.0;;;;;;;;;;
The Angel;['thriller', 'drama', 'action'];6.6;;;;;;;;;;
The Bros;['comedy', 'fantasy'];6.1;;;;;;;;;;
Daniel Sosa: Sosafado;['comedy'];5.5;;;;;;;;;;
Todd Barry: Spicy Honey;['comedy'];6.8;;;;;;;;;;
Awe!;['drama', 'thriller', 'scifi', 'fantasy', 'horror'];7.6;;;;;;;;;;
Pulang;['drama', 'romance', 'action'];6.7;;;;;;;;;;
Dovlatov;['drama'];6.4;;;;;;;;;;
Bleach;['action', 'fantasy'];6.4;;;;;;;;;;
Take the Ball, Pass the Ball;['documentation', 'sport', 'european'];7.9;;;;;;;;;;
A Christmas Prince: The Royal Wedding;['comedy', 'drama', 'romance'];5.3;;;;;;;;;;
Perfect Bid: The Contestant Who Knew Too Much;['documentation', 'history'];6.5;;;;;;;;;;
The Titan;['scifi', 'thriller', 'fantasy', 'drama', 'romance'];4.8;;;;;;;;;;
Jo Koy: Live from Seattle;['comedy'];7.3;;;;;;;;;;
Russell Brand: Re:Birth;['comedy'];6.5;;;;;;;;;;
Little Evil;['horror', 'comedy', 'fantasy'];5.7;;;;;;;;;;
Jimmy: The True Story of a True Idiot;['drama', 'comedy'];6.7;;;;;;;;;;
Mudbound;['drama', 'war'];7.4;;;;;;;;;;
Bad Seeds;['comedy', 'european'];7.3;;;;;;;;;;
Outlaw King;['action', 'history', 'drama', 'war'];6.9;;;;;;;;;;
Invisible;['drama'];6.0;;;;;;;;;;
Cristela Alonzo: Lower Classy;['comedy'];6.4;;;;;;;;;;
Rory Scovel Tries Stand-Up for the First Time;['comedy', 'documentation'];6.7;;;;;;;;;;
Death Note;['thriller', 'fantasy', 'horror', 'action', 'crime', 'drama'];4.5;;;;;;;;;;
Mauli;['drama', 'action'];5.6;;;;;;;;;;
D.L. Hughley: Contrarian;['comedy'];6.6;;;;;;;;;;
Bhavesh Joshi Superhero;['drama', 'action', 'crime'];7.6;;;;;;;;;;
Enissa Amani: Ehrenwort;['comedy', 'european'];5.6;;;;;;;;;;
If I Hadn't Met You;['thriller', 'drama', 'scifi', 'fantasy', 'romance'];7.7;;;;;;;;;;
1922;['drama', 'crime', 'documentation', 'thriller', 'horror'];6.2;;;;;;;;;;
Dirty Money;['crime', 'documentation'];8.1;;;;;;;;;;
Everybody Knows;['thriller', 'drama', 'crime', 'european'];6.9;;;;;;;;;;
BAKI;['action', 'drama', 'sport', 'animation'];6.7;;;;;;;;;;
ReMastered: The Lion's Share;['documentation', 'music'];6.9;;;;;;;;;;
Belmonte;['drama', 'comedy', 'european'];6.1;;;;;;;;;;
Dogs of Berlin;['drama', 'crime', 'action', 'thriller'];7.5;;;;;;;;;;
Damnation;['western', 'crime', 'drama'];7.6;;;;;;;;;;
Life Sentence;['drama', 'comedy'];6.5;;;;;;;;;;
Lommbock;['comedy', 'european'];6.7;;;;;;;;;;
Win It All;['comedy'];6.2;;;;;;;;;;
W. Kamau Bell: Private School Negro;['comedy'];6.5;;;;;;;;;;
Unit 42;['thriller', 'drama', 'crime', 'european'];6.9;;;;;;;;;;
Superwog;['comedy'];7.4;;;;;;;;;;
Baadshaho;['action', 'thriller'];4.9;;;;;;;;;;
Busted!;['thriller', 'comedy', 'reality'];7.6;;;;;;;;;;
Jagga Jasoos;['comedy', 'action'];6.4;;;;;;;;;;
Goyo: The Boy General;['history', 'action', 'war'];6.7;;;;;;;;;;
Cupcake & Dino - General Services;['animation', 'comedy', 'family', 'action'];7.6;;;;;;;;;;
Rock My Heart;['drama', 'european'];6.5;;;;;;;;;;
Misty;['crime', 'thriller', 'drama', 'romance'];8.0;;;;;;;;;;
The Night Comes for Us;['action', 'thriller', 'crime'];6.9;;;;;;;;;;
Hajwala 2: Mysterious Mission;['action', 'comedy'];4.1;;;;;;;;;;
The Zookeeper's Wife;['history', 'war', 'drama'];7.0;;;;;;;;;;
Take Your Pills;['documentation'];6.3;;;;;;;;;;
Cleo & Cuquin;['animation', 'family'];8.1;;;;;;;;;;
Cargo;['drama', 'thriller', 'horror', 'scifi'];6.3;;;;;;;;;;
Sacred Games;['action', 'thriller', 'crime', 'drama'];8.5;;;;;;;;;;
The Meyerowitz Stories (New and Selected);['drama', 'comedy'];6.9;;;;;;;;;;
Angela's Christmas;['animation'];;;;;;;;;;;
Lovefucked;['drama'];;;;;;;;;;;
Christina P: Mother Inferior;['comedy'];6.4;;;;;;;;;;
Been So Long;['romance', 'drama'];5.5;;;;;;;;;;
Cathedral of the Sea;['drama', 'history'];7.5;;;;;;;;;;
Garbage;['thriller', 'drama'];3.8;;;;;;;;;;
Your Son;['thriller', 'drama', 'crime', 'action', 'european'];6.1;;;;;;;;;;
Terrorism Close Calls;['documentation'];5.3;;;;;;;;;;
Watership Down;['animation', 'action', 'drama', 'family', 'fantasy'];7.2;;;;;;;;;;
Bill Nye Saves the World;['comedy'];3.5;;;;;;;;;;
The Queen of Flow;['drama', 'family', 'music'];7.7;;;;;;;;;;
Bitter Daisies;['drama', 'thriller'];7.2;;;;;;;;;;
Solo;['thriller', 'drama', 'romance', 'sport', 'european'];5.0;;;;;;;;;;
Hari Kondabolu: Warn Your Relatives;['comedy'];6.6;;;;;;;;;;
The Magic School Bus Rides Again;['animation', 'family', 'fantasy'];6.3;;;;;;;;;;
Dear Ex;['drama', 'comedy', 'romance'];7.3;;;;;;;;;;
Mersal;['thriller', 'action'];7.5;;;;;;;;;;
Dark Tourist;['action', 'documentation'];7.5;;;;;;;;;;
Rust Valley Restorers;['documentation'];7.7;;;;;;;;;;
End Game;['documentation'];;;;;;;;;;;
Christmas Inheritance;['comedy', 'romance', 'drama'];5.7;;;;;;;;;;
Disjointed;['comedy'];6.7;;;;;;;;;;
Day of the Dead: Bloodline;['action', 'horror', 'drama', 'scifi', 'thriller', 'european'];3.4;;;;;;;;;;
Titipo Titipo;['comedy', 'family', 'animation'];7.2;;;;;;;;;;
Signs;['thriller', 'crime', 'european'];6.4;;;;;;;;;;
The Book of Henry;['drama', 'crime', 'thriller'];6.6;;;;;;;;;;
All the Reasons to Forget;['drama', 'comedy'];6.3;;;;;;;;;;
Dany Boon: Des Hauts-De-France;['comedy', 'european'];6.3;;;;;;;;;;
Russell Howard: Recalibrate;['comedy'];7.4;;;;;;;;;;
Kakegurui;['drama', 'thriller'];6.7;;;;;;;;;;
Transformers: Rescue Bots Academy;['action', 'scifi', 'animation', 'comedy', 'family'];6.2;;;;;;;;;;
Sei;['drama', 'thriller', 'action', 'crime'];4.2;;;;;;;;;;
The Worthy;['action', 'scifi', 'thriller', 'family', 'fantasy', 'european'];5.1;;;;;;;;;;
Poster Boys;['comedy'];5.4;;;;;;;;;;
Up North;['drama'];5.4;;;;;;;;;;
Baazaar;['drama', 'thriller', 'crime'];6.5;;;;;;;;;;
Satria Heroes: Revenge of the Darkness;['drama', 'fantasy', 'scifi', 'action'];4.9;;;;;;;;;;
The House of Flowers;['drama', 'comedy'];7.6;;;;;;;;;;
Get Me Roger Stone;['documentation'];7.3;;;;;;;;;;
Nathicharami;['drama'];7.2;;;;;;;;;;
Mubarakan;['comedy', 'drama', 'romance'];5.6;;;;;;;;;;
Insatiable;['drama', 'comedy', 'thriller'];6.5;;;;;;;;;;
Okko's Inn;['fantasy', 'drama', 'family', 'animation'];7.1;;;;;;;;;;
Transformers: Cyberverse;['action', 'scifi', 'animation'];6.8;;;;;;;;;;
When We First Met;['comedy', 'romance', 'fantasy'];6.4;;;;;;;;;;
Munafik 2;['thriller', 'horror'];5.6;;;;;;;;;;
Solo el amor;['drama', 'music', 'romance', 'comedy'];5.0;;;;;;;;;;
The Last Hour;['drama', 'history', 'thriller'];6.3;;;;;;;;;;
CIA: Comrade In America;['romance', 'drama', 'action'];6.4;;;;;;;;;;
Fun Mom Dinner;['comedy'];5.3;;;;;;;;;;
Vir Das: Losing It;['comedy'];7.0;;;;;;;;;;
Beyond Skyline;['action', 'scifi', 'horror', 'thriller'];5.3;;;;;;;;;;
Joshua: Teenager vs. Superpower;['documentation'];7.3;;;;;;;;;;
New Money;['comedy'];;;;;;;;;;;
The Outsider;['crime', 'action', 'drama', 'thriller'];6.2;;;;;;;;;;
Mowgli: Legend of the Jungle;['drama', 'fantasy'];6.5;;;;;;;;;;
Stretch Armstrong & the Flex Fighters;['animation', 'action', 'comedy', 'scifi'];6.3;;;;;;;;;;
Calibre;['thriller', 'drama'];6.8;;;;;;;;;;
Sierra Burgess Is a Loser;['drama', 'romance', 'comedy'];5.8;;;;;;;;;;
I, Potro;['comedy', 'sport'];6.2;;;;;;;;;;
Somewhere Between;['drama', 'crime', 'scifi', 'thriller'];6.2;;;;;;;;;;
The Good Cop;['comedy', 'drama', 'crime', 'documentation'];7.0;;;;;;;;;;
Close Enemies;['drama', 'thriller', 'european'];6.4;;;;;;;;;;
Little Miss Sumo;['documentation'];;;;;;;;;;;
The Ottoman Lieutenant;['drama', 'war'];6.4;;;;;;;;;;
Gad Gone Wild;['comedy', 'european'];6.9;;;;;;;;;;
Victoria & Abdul;['drama', 'comedy', 'history'];6.8;;;;;;;;;;
Private Life;['drama', 'comedy'];7.2;;;;;;;;;;
Great News;['comedy'];7.0;;;;;;;;;;
Irreplaceable You;['drama', 'comedy', 'romance'];6.4;;;;;;;;;;
C/o Kancharapalem;['drama'];8.8;;;;;;;;;;
Brij Mohan Amar Rahe!;['drama', 'comedy', 'crime'];6.6;;;;;;;;;;
The Most Hated Woman in America;['crime', 'drama', 'history'];6.1;;;;;;;;;;
Burning Sands;['drama', 'action', 'thriller'];6.0;;;;;;;;;;
First Love;['romance', 'drama'];5.9;;;;;;;;;;
Castle and Castle;['drama'];;;;;;;;;;;
Counterpunch;['documentation', 'sport'];6.7;;;;;;;;;;
Joaquín Reyes: Una y no más;['comedy'];6.5;;;;;;;;;;
Struggle: The Life and Lost Art of Szukalski;['documentation', 'european'];7.9;;;;;;;;;;
Hantu Kak Limah;['comedy', 'horror', 'fantasy'];5.7;;;;;;;;;;
A.I.C.O. -Incarnation-;['action', 'scifi', 'animation'];6.3;;;;;;;;;;
Nobody Speak: Trials of the Free Press;['documentation', 'european'];6.5;;;;;;;;;;
YG Future Strategy Office;['comedy'];6.8;;;;;;;;;;
The Wedding Party 2: Destination Dubai;['romance', 'comedy'];4.8;;;;;;;;;;
Fyre;['documentation', 'crime', 'music'];7.2;;;;;;;;;;
Outside In;['drama'];6.7;;;;;;;;;;
El Chapo;['drama', 'action', 'history', 'crime'];7.8;;;;;;;;;;
Modest Heroes;['drama', 'fantasy', 'family', 'animation', 'comedy'];6.6;;;;;;;;;;
Bangkok Love Stories 2: Innocence;['drama', 'comedy', 'romance'];6.7;;;;;;;;;;
Requiem;['drama', 'thriller', 'animation', 'fantasy'];6.4;;;;;;;;;;
Felipe Neto: My Life Makes No Sense;['comedy', 'documentation'];4.4;;;;;;;;;;
Berlin Syndrome;['thriller', 'drama', 'horror'];6.3;;;;;;;;;;
Pine Gap;['drama', 'thriller'];7.2;;;;;;;;;;
Shéhérazade;['drama', 'thriller', 'romance', 'european'];7.0;;;;;;;;;;
Terrace House: Opening New Doors;['reality', 'drama'];7.8;;;;;;;;;;
Better Than Us;['scifi', 'drama'];7.3;;;;;;;;;;
Orbiter 9;['drama', 'romance', 'scifi', 'thriller', 'european'];5.9;;;;;;;;;;
SKY Castle;['drama'];8.6;;;;;;;;;;
An Evening with Beverly Luff Linn;['comedy', 'crime'];5.8;;;;;;;;;;
Yoo Byung Jae: Too Much Information;['comedy'];5.5;;;;;;;;;;
Moms at War;['comedy'];6.5;;;;;;;;;;
Kalushi : The Story of Solomon Mahlangu;['thriller', 'drama'];6.6;;;;;;;;;;
GHOUL;['scifi', 'drama', 'horror', 'fantasy'];8.4;;;;;;;;;;
To the Bone;['drama'];6.8;;;;;;;;;;
Maktub;['comedy', 'drama'];7.2;;;;;;;;;;
#realityhigh;['comedy', 'romance', 'drama'];5.1;;;;;;;;;;
Going for Gold;['drama', 'family', 'sport'];4.8;;;;;;;;;;
